Date(D/M/YYYY),PM2.5,PM10,O3,NO2,SO2,AQI
1-Jun-19,222.0,190.0,121.0,108.0,42.0,272
2-Jun-19,170.0,153.0,85.0,93.0,26.0,220
3-Jun-19,223.0,263.0,94.0,74.0,37.0,273
4-Jun-19,153.0,126.0,110.0,41.0,4.0,203
5-Jun-19,157.0,130.0,111.0,40.0,8.0,207
6-Jun-19,129.0,77.0,114.0,26.0,2.0,170
7-Jun-19,149.0,78.0,97.0,61.0,5.0,199
8-Jun-19,156.0,112.0,99.0,75.0,35.0,206
9-Jun-19,160.0,112.0,93.0,78.0,19.0,210
10-Jun-19,168.0,151.0,104.0,89.0,23.0,218
11-Jun-19,171.0,253.0,86.0,65.0,23.0,221
12-Jun-19,160.0,173.0,86.0,36.0,5.0,210
13-Jun-19,142.0,122.0,86.0,66.0,8.0,188
14-Jun-19,156.0,129.0,109.0,92.0,19.0,206
15-Jun-19,188.0,170.0,87.0,59.0,19.0,238
16-Jun-19,154.0,126.0,77.0,43.0,77.0,204
17-Jun-19,153.0,75.0,81.0,54.0,1.0,203
18-Jun-19,128.0,118.0,98.0,27.0,1.0,168
19-Jun-19,169.0,179.0,114.0,53.0,7.0,219
20-Jun-19,153.0,144.0,97.0,62.0,18.0,203
21-Jun-19,188.0,141.0,96.0,59.0,17.0,238
22-Jun-19,159.0,141.0,96.0,57.0,17.0,209
23-Jun-19,160.0,134.0,96.0,57.0,16.0,210
24-Jun-19,163.0,135.0,96.0,57.0,16.0,213
25-Jun-19,176.0,135.0,95.0,58.0,17.0,226
26-Jun-19,166.0,138.0,94.0,60.0,18.0,216
27-Jun-19,135.0,141.0,94.0,60.0,18.0,178
28-Jun-19,186.0,144.0,93.0,59.0,17.0,236
29-Jun-19,151.0,144.0,93.0,58.0,17.0,201
30-Jun-19,149.0,144.0,93.0,56.0,17.0,199
1-Jul-19,152.0,162.0,97.0,60.0,12.0,202
2-Jul-19,156.0,162.0,95.0,58.0,14.0,206
3-Jul-19,158.0,109.0,113.0,27.0,11.0,208
4-Jul-19,154.0,85.0,131.0,27.0,10.0,204
5-Jul-19,124.0,38.0,110.0,41.0,16.0,163
6-Jul-19,141.0,65.0,59.0,80.0,16.0,187
7-Jul-19,149.0,67.0,89.0,32.0,16.0,199
8-Jul-19,155.0,90.0,69.0,37.0,17.0,205
9-Jul-19,127.0,69.0,90.0,21.0,16.0,167
10-Jul-19,153.0,112.0,68.0,21.0,16.0,203
11-Jul-19,139.0,95.0,92.0,40.0,16.0,184
12-Jul-19,171.0,232.0,60.0,193.0,16.0,221
13-Jul-19,139.0,84.0,109.0,299.0,16.0,316
14-Jul-19,89.0,31.0,87.0,27.0,16.0,117
15-Jul-19,137.0,100.0,90.0,68.0,16.0,181
16-Jul-19,119.0,95.0,90.0,69.0,16.0,155
17-Jul-19,103.0,90.0,89.0,70.0,14.0,135
18-Jul-19,119.0,89.0,88.0,73.0,15.0,155
19-Jul-19,133.0,89.0,85.0,76.0,15.0,176
20-Jul-19,136.0,93.0,83.0,79.0,15.0,180
21-Jul-19,135.0,48.0,72.0,29.0,6.0,178
22-Jul-19,156.0,63.0,14.0,13.0,14.0,206
23-Jul-19,164.0,83.0,78.0,56.0,14.0,214
24-Jul-19,156.0,19.0,85.0,6.0,14.0,206
25-Jul-19,105.0,90.0,84.0,62.0,14.0,137
26-Jul-19,103.0,87.0,84.0,62.0,15.0,135
27-Jul-19,108.0,84.0,82.0,62.0,15.0,141
28-Jul-19,123.0,83.0,80.0,64.0,14.0,161
29-Jul-19,123.0,83.0,79.0,65.0,14.0,161
30-Jul-19,125.0,85.0,80.0,66.0,14.0,164
31-Jul-19,106.0,85.0,79.0,66.0,14.0,139
1-Aug-19,116.0,21.0,62.0,21.0,14.0,151
2-Aug-19,78.0,21.0,62.0,71.0,2.0,104
3-Aug-19,101.0,35.0,7.0,27.0,26.0,132
4-Aug-19,113.0,34.0,18.0,54.0,63.0,147
5-Aug-19,105.0,27.0,37.0,43.0,26.0,137
6-Aug-19,141.0,29.0,31.0,48.0,29.0,187
7-Aug-19,114.0,31.0,23.0,43.0,36.0,149
8-Aug-19,164.0,30.0,27.0,47.0,38.0,214
9-Aug-19,154.0,71.0,29.0,45.0,18.0,204
10-Aug-19,143.0,35.0,27.0,45.0,15.0,190
11-Aug-19,104.0,31.0,31.0,45.0,26.0,136
12-Aug-19,112.0,32.0,68.0,45.0,27.0,146
13-Aug-19,104.0,31.0,66.0,45.0,12.0,136
14-Aug-19,123.0,33.0,38.0,45.0,13.0,161
15-Aug-19,113.0,28.0,28.0,45.0,24.0,147
16-Aug-19,98.0,22.0,26.0,45.0,14.0,129
17-Aug-19,85.0,20.0,21.0,45.0,15.0,112
18-Aug-19,119.0,27.0,75.0,45.0,23.0,155
19-Aug-19,98.0,28.0,79.0,45.0,23.0,129
20-Aug-19,133.0,44.0,44.0,45.0,17.0,176
21-Aug-19,142.0,67.0,50.0,50.0,16.0,188
22-Aug-19,129.0,48.0,27.0,41.0,18.0,170
23-Aug-19,131.0,45.0,80.0,40.0,24.0,173
24-Aug-19,157.0,65.0,80.0,47.0,17.0,207
25-Aug-19,144.0,42.0,76.0,27.0,15.0,191
26-Aug-19,115.0,48.0,55.0,43.0,17.0,150
27-Aug-19,160.0,59.0,56.0,47.0,18.0,210
28-Aug-19,198.0,59.0,56.0,47.0,18.0,248
29-Aug-19,160.0,47.0,62.0,31.0,14.0,210
30-Aug-19,143.0,35.0,33.0,32.0,14.0,190
31-Aug-19,174.0,48.0,40.0,25.0,18.0,224
1-Sep-19,146.0,56.0,41.0,32.0,47.0,194
2-Sep-19,148.0,51.0,46.0,45.0,14.0,197
3-Sep-19,166.0,67.0,85.0,50.0,15.0,216
4-Sep-19,167.0,53.0,55.0,41.0,14.0,217
5-Sep-19,101.0,23.0,56.0,40.0,12.0,132
6-Sep-19,136.0,42.0,56.0,47.0,12.0,180
7-Sep-19,133.0,41.0,62.0,27.0,13.0,176
8-Sep-19,163.0,44.0,33.0,43.0,12.0,213
9-Sep-19,155.0,49.0,70.0,47.0,11.0,205
10-Sep-19,151.0,42.0,37.0,47.0,10.0,201
11-Sep-19,155.0,48.0,56.0,31.0,12.0,205
12-Sep-19,162.0,59.0,51.0,32.0,12.0,212
13-Sep-19,157.0,47.0,56.0,25.0,23.0,207
14-Sep-19,159.0,35.0,56.0,32.0,11.0,209
15-Sep-19,158.0,48.0,63.0,45.0,4.0,208
16-Sep-19,145.0,56.0,47.0,50.0,3.0,193
17-Sep-19,136.0,51.0,55.0,41.0,3.0,180
18-Sep-19,159.0,67.0,42.0,40.0,3.0,209
19-Sep-19,133.0,53.0,60.0,47.0,3.0,176
20-Sep-19,128.0,23.0,63.0,27.0,3.0,168
21-Sep-19,183.0,42.0,57.0,43.0,35.0,233
22-Sep-19,155.0,41.0,62.0,47.0,4.0,205
23-Sep-19,130.0,44.0,19.0,47.0,3.0,171
24-Sep-19,133.0,49.0,57.0,31.0,15.0,176
25-Sep-19,150.0,42.0,62.0,32.0,13.0,200
26-Sep-19,161.0,48.0,19.0,25.0,3.0,211
27-Sep-19,156.0,34.0,46.0,32.0,3.0,206
28-Sep-19,116.0,20.0,55.0,9.0,3.0,151
29-Sep-19,93.0,26.0,41.0,11.0,3.0,122
30-Sep-19,183.0,60.0,50.0,37.0,4.0,233
1-Oct-19,142.0,47.0,22.0,29.0,3.0,188
2-Oct-19,162.0,59.0,57.0,37.0,4.0,212
3-Oct-19,163.0,48.0,56.0,27.0,3.0,213
4-Oct-19,185.0,64.0,51.0,41.0,4.0,235
5-Oct-19,143.0,87.0,56.0,36.0,15.0,190
6-Oct-19,142.0,44.0,56.0,32.0,16.0,188
7-Oct-19,144.0,56.0,63.0,27.0,15.0,191
8-Oct-19,155.0,57.0,47.0,44.0,22.0,205
9-Oct-19,185.0,67.0,55.0,46.0,21.0,235
10-Oct-19,184.0,52.0,42.0,40.0,25.0,234
11-Oct-19,224.0,57.0,60.0,56.0,16.0,274
12-Oct-19,192.0,69.0,63.0,49.0,23.0,242
13-Oct-19,200.0,57.0,57.0,45.0,25.0,250
14-Oct-19,200.0,52.0,62.0,50.0,22.0,250
15-Oct-19,188.0,57.0,19.0,45.0,10.0,238
16-Oct-19,223.0,69.0,66.0,43.0,13.0,273
17-Oct-19,246.0,57.0,17.0,44.0,13.0,296
18-Oct-19,156.0,52.0,59.0,13.0,9.0,206
19-Oct-19,163.0,40.0,17.0,21.0,10.0,213
20-Oct-19,165.0,32.0,59.0,30.0,9.0,215
21-Oct-19,187.0,172.0,44.0,28.0,28.0,237
22-Oct-19,193.0,182.0,53.0,26.0,18.0,243
23-Oct-19,213.0,133.0,52.0,21.0,17.0,263
24-Oct-19,237.0,111.0,56.0,20.0,22.0,287
25-Oct-19,253.0,110.0,56.0,15.0,15.0,303
26-Oct-19,294.0,162.0,2.0,18.0,2.0,344
27-Oct-19,265.0,91.0,17.0,40.0,43.0,315
28-Oct-19,297.0,299.0,57.0,32.0,17.0,347
29-Oct-19,315.0,106.0,19.0,106.0,32.0,365
30-Oct-19,374.0,120.0,59.0,32.0,36.0,416
31-Oct-19,338.0,159.0,20.0,107.0,39.0,388
1-Nov-19,402.0,183.0,36.0,70.0,57.0,435
2-Nov-19,288.0,148.0,25.0,29.0,46.0,338
3-Nov-19,255.0,113.0,39.0,81.0,39.0,305
4-Nov-19,248.0,123.0,32.0,96.0,39.0,298
5-Nov-19,204.0,122.0,39.0,88.0,49.0,254
6-Nov-19,266.0,157.0,46.0,66.0,25.0,316
7-Nov-19,136.0,40.0,17.0,38.0,14.0,180
8-Nov-19,165.0,66.0,39.0,16.0,6.0,215
9-Nov-19,200.0,40.0,167.0,15.0,25.0,250
10-Nov-19,182.0,32.0,166.0,12.0,36.0,232
11-Nov-19,207.0,81.0,182.0,19.0,41.0,257
12-Nov-19,272.0,227.0,17.0,123.0,26.0,322
13-Nov-19,370.0,262.0,18.0,129.0,28.0,414
14-Nov-19,369.0,111.0,24.0,149.0,46.0,413
15-Nov-19,286.0,98.0,13.0,150.0,44.0,336
16-Nov-19,259.0,82.0,24.0,549.0,51.0,425
17-Nov-19,188.0,57.0,25.0,57.0,21.0,238
18-Nov-19,214.0,97.0,30.0,94.0,40.0,264
19-Nov-19,299.0,168.0,41.0,113.0,50.0,349
20-Nov-19,310.0,118.0,41.0,182.0,49.0,360
21-Nov-19,451.0,223.0,46.0,97.0,19.0,467
22-Nov-19,319.0,149.0,12.0,79.0,40.0,369
23-Nov-19,181.0,101.0,53.0,58.0,27.0,231
24-Nov-19,186.0,112.0,19.0,62.0,33.0,236
25-Nov-19,236.0,137.0,12.0,95.0,27.0,286
26-Nov-19,333.0,171.0,53.0,107.0,56.0,383
27-Nov-19,186.0,81.0,19.0,56.0,24.0,236
28-Nov-19,227.0,103.0,16.0,47.0,20.0,277
29-Nov-19,221.0,100.0,27.0,70.0,21.0,271
30-Nov-19,200.0,127.0,29.0,82.0,37.0,250
1-Dec-19,254.0,81.0,27.0,70.0,36.0,304
2-Dec-19,273.0,174.0,32.0,114.0,57.0,323
3-Dec-19,276.0,186.0,34.0,127.0,54.0,326
4-Dec-19,324.0,178.0,37.0,138.0,44.0,374
5-Dec-19,333.0,173.0,29.0,120.0,28.0,383
6-Dec-19,370.0,81.0,37.0,120.0,44.0,414
7-Dec-19,317.0,170.0,40.0,131.0,43.0,367
8-Dec-19,369.0,186.0,40.0,144.0,38.0,413
9-Dec-19,337.0,182.0,24.0,147.0,44.0,387
10-Dec-19,478.0,202.0,31.0,150.0,43.0,485
11-Dec-19,380.0,168.0,19.0,125.0,31.0,420
12-Dec-19,281.0,103.0,11.0,59.0,17.0,331
13-Dec-19,171.0,55.0,20.0,40.0,7.0,221
14-Dec-19,224.0,86.0,11.0,53.0,12.0,274
15-Dec-19,192.0,80.0,14.0,42.0,10.0,242
16-Dec-19,189.0,81.0,12.0,39.0,4.0,239
17-Dec-19,260.0,132.0,14.0,73.0,7.0,310
18-Dec-19,294.0,138.0,18.0,75.0,8.0,344
19-Dec-19,236.0,115.0,13.0,45.0,4.0,286
20-Dec-19,417.0,170.0,8.0,67.0,15.0,445
21-Dec-19,305.0,125.0,11.0,60.0,17.0,355
22-Dec-19,276.0,119.0,10.0,54.0,10.0,326
23-Dec-19,313.0,140.0,10.0,68.0,11.0,363
24-Dec-19,280.0,119.0,11.0,60.0,12.0,330
25-Dec-19,282.0,140.0,10.0,54.0,15.0,332
26-Dec-19,296.0,101.0,10.0,50.0,15.0,346
27-Dec-19,315.0,105.0,13.0,54.0,11.0,365
28-Dec-19,330.0,101.0,5.0,45.0,10.0,380
29-Dec-19,312.0,101.0,10.0,50.0,15.0,362
30-Dec-19,301.0,105.0,13.0,54.0,11.0,351
31-Dec-19,300.0,101.0,5.0,45.0,10.0,350
1-Jan-20,355.0,192.0,12.0,11.0,15.0,404
2-Jan-20,375.0,305.0,15.0,86.0,35.0,417
3-Jan-20,311.0,269.0,25.0,95.0,65.0,361
4-Jan-20,370.0,260.0,20.0,108.0,48.0,414
5-Jan-20,246.0,72.0,11.0,63.0,32.0,296
6-Jan-20,189.0,47.0,7.0,45.0,12.0,239
7-Jan-20,238.0,32.0,9.0,43.0,11.0,288
8-Jan-20,199.0,49.0,11.0,48.0,13.0,249
9-Jan-20,199.0,103.0,18.0,69.0,26.0,249
10-Jan-20,216.0,30.0,21.0,72.0,29.0,266
11-Jan-20,225.0,29.0,23.0,89.0,37.0,275
12-Jan-20,206.0,33.0,25.0,55.0,25.0,256
13-Jan-20,164.0,74.0,11.0,31.0,11.0,214
14-Jan-20,183.0,143.0,11.0,81.0,37.0,233
15-Jan-20,205.0,142.0,18.0,32.0,25.0,255
16-Jan-20,250.0,105.0,21.0,58.0,11.0,300
17-Jan-20,334.0,71.0,23.0,70.0,21.0,384
18-Jan-20,337.0,143.0,20.0,80.0,21.0,387
19-Jan-20,327.0,142.0,23.0,83.0,27.0,377
20-Jan-20,224.0,105.0,25.0,81.0,33.0,274
21-Jan-20,173.0,71.0,15.0,32.0,20.0,223
22-Jan-20,173.0,69.0,23.0,58.0,26.0,223
23-Jan-20,187.0,78.0,20.0,70.0,41.0,237
24-Jan-20,202.0,100.0,25.0,79.0,38.0,252
25-Jan-20,237.0,128.0,21.0,94.0,48.0,287
26-Jan-20,291.0,78.0,20.0,94.0,48.0,341
27-Jan-20,278.0,132.0,14.0,83.0,30.0,328
28-Jan-20,205.0,59.0,8.0,37.0,9.0,255
29-Jan-20,183.0,61.0,19.0,35.0,10.0,233
30-Jan-20,226.0,83.0,16.0,48.0,11.0,276
31-Jan-20,113.0,91.0,27.0,66.0,38.0,147
1-Feb-20,34.0,109.0,28.0,61.0,21.0,106
2-Feb-20,33.0,129.0,31.0,75.0,27.0,120
3-Feb-20,33.0,129.0,32.0,81.0,27.0,120
4-Feb-20,38.0,128.0,20.0,78.0,17.0,119
5-Feb-20,33.0,89.0,36.0,55.0,40.0,89
6-Feb-20,33.0,103.0,34.0,66.0,22.0,102
7-Feb-20,33.0,162.0,28.0,95.0,34.0,142
8-Feb-20,34.0,133.0,26.0,86.0,46.0,122
9-Feb-20,31.0,141.0,35.0,74.0,31.0,128
10-Feb-20,34.0,133.0,28.0,86.0,46.0,122
11-Feb-20,116.0,73.0,23.0,94.0,36.0,151
12-Feb-20,186.0,52.0,19.0,68.0,46.0,236
13-Feb-20,181.0,50.0,28.0,54.0,42.0,231
14-Feb-20,138.0,46.0,33.0,51.0,31.0,183
15-Feb-20,158.0,38.0,43.0,60.0,36.0,208
16-Feb-20,180.0,36.0,44.0,82.0,34.0,230
17-Feb-20,203.0,78.0,29.0,91.0,68.0,253
18-Feb-20,199.0,137.0,43.0,93.0,77.0,249
19-Feb-20,185.0,103.0,44.0,45.0,28.0,235
20-Feb-20,173.0,66.0,44.0,46.0,20.0,223
21-Feb-20,110.0,39.0,41.0,38.0,18.0,144
22-Feb-20,200.0,88.0,39.0,67.0,28.0,250
23-Feb-20,194.0,91.0,38.0,72.0,49.0,244
24-Feb-20,224.0,103.0,38.0,71.0,36.0,274
25-Feb-20,209.0,96.0,40.0,74.0,50.0,259
26-Feb-20,222.0,103.0,43.0,68.0,42.0,272
27-Feb-20,195.0,86.0,38.0,48.0,18.0,245
28-Feb-20,198.0,80.0,36.0,34.0,11.0,248
29-Feb-20,111.0,30.0,37.0,22.0,8.0,145
1-Mar-20,164.0,52.0,40.0,40.0,18.0,214
2-Mar-20,171.0,87.0,43.0,54.0,25.0,221
3-Mar-20,161.0,73.0,57.0,40.0,43.0,211
4-Mar-20,228.0,68.0,43.0,47.0,22.0,278
5-Mar-20,111.0,30.0,36.0,28.0,9.0,145
6-Mar-20,89.0,17.0,29.0,23.0,5.0,117
7-Mar-20,73.0,20.0,29.0,18.0,2.0,97
8-Mar-20,119.0,40.0,30.0,27.0,4.0,155
9-Mar-20,101.0,52.0,36.0,43.0,11.0,132
10-Mar-20,180.0,93.0,40.0,70.0,30.0,230
11-Mar-20,143.0,49.0,25.0,42.0,11.0,190
12-Mar-20,69.0,25.0,51.0,12.0,3.0,92
13-Mar-20,91.0,28.0,45.0,27.0,9.0,120
14-Mar-20,147.0,48.0,28.0,33.0,14.0,196
15-Mar-20,174.0,84.0,37.0,42.0,17.0,224
16-Mar-20,170.0,104.0,32.0,62.0,28.0,220
17-Mar-20,166.0,84.0,47.0,53.0,35.0,216
18-Mar-20,168.0,89.0,41.0,56.0,24.0,218
19-Mar-20,195.0,98.0,55.0,56.0,27.0,245
20-Mar-20,217.0,92.0,48.0,56.0,41.0,267
21-Mar-20,151.0,61.0,44.0,32.0,22.0,201
22-Mar-20,215.0,79.0,42.0,32.0,27.0,265
23-Mar-20,130.0,98.0,48.0,56.0,41.0,171
24-Mar-20,122.0,92.0,44.0,32.0,22.0,160
25-Mar-20,88.0,29.0,33.0,9.0,6.0,116
26-Mar-20,97.0,35.0,43.0,11.0,6.0,127
27-Mar-20,51.0,16.0,26.0,2.0,1.0,70
28-Mar-20,62.0,26.0,30.0,8.0,3.0,84
29-Mar-20,98.0,36.0,38.0,10.0,8.0,129
30-Mar-20,101.0,46.0,37.0,18.0,21.0,132
31-Mar-20,100.0,37.0,36.0,13.0,4.0,131
1-Apr-20,73.0,29.368,48.0,8.969,87.0,103
2-Apr-20,54.0,33.235,44.0,10.721,120.0,114
3-Apr-20,96.0,42.663,33.0,82.0,133.0,126
4-Apr-20,108.0,45.038,43.0,86.0,66.0,141
5-Apr-20,126.0,56.978,26.0,9.867,70.0,165
6-Apr-20,58.0,12.665,30.0,147.0,68.0,167
7-Apr-20,68.0,14.999,38.0,82.0,69.0,102
8-Apr-20,70.0,40.0,37.0,86.0,100.0,107
9-Apr-20,120.0,36.0,36.0,89.0,115.0,157
10-Apr-20,87.0,33.0,29.0,65.0,125.0,116
11-Apr-20,88.0,33.0,34.0,179.0,123.0,199
12-Apr-20,111.0,33.0,48.0,96.0,141.0,145
13-Apr-20,144.0,34.0,22.0,88.0,131.0,191
14-Apr-20,129.0,35.0,25.0,76.0,151.0,170
15-Apr-20,137.0,35.0,49.0,50.0,142.0,181
16-Apr-20,106.0,27.363,19.0,86.0,138.0,139
17-Apr-20,101.0,33.304,200.0,73.0,175.0,280
18-Apr-20,56.0,16.984,202.0,52.0,171.0,285
19-Apr-20,78.0,10.264,54.0,52.0,156.0,126
20-Apr-20,94.0,8.538,67.0,75.0,165.0,129
21-Apr-20,83.0,18.214,190.0,148.0,141.0,254
22-Apr-20,153.0,7.186,200.0,199.0,157.0,280
23-Apr-20,121.0,27.291,179.0,124.0,172.0,226
24-Apr-20,136.0,27.291,185.0,207.0,175.0,242
25-Apr-20,118.0,6.594,154.0,56.0,185.0,179
26-Apr-20,120.0,56.0,105.0,87.0,209.0,157
27-Apr-20,64.0,56.0,60.0,99.0,206.0,142
28-Apr-20,93.0,47.0,143.0,89.0,160.0,163
29-Apr-20,120.0,64.0,143.0,8.969,157.0,163
30-Apr-20,122.0,29.0,77.0,10.721,203.0,160
1-May-20,159.0,19.0,154.0,9.867,203.0,209
2-May-20,119.0,16.0,239.0,29.1269,148.0,307
3-May-20,132.0,23.0,159.0,19.0,87.0,187
4-May-20,119.0,27.0,203.0,18.0,112.0,287
5-May-20,116.0,16.0,136.0,17.0,171.0,153
6-May-20,178.0,39.0,77.0,7.0,195.0,228
7-May-20,118.0,34.0,174.0,8.0,197.0,214
8-May-20,146.0,34.0,206.0,8.0,194.0,295
9-May-20,134.0,13.0,151.0,10.0,181.0,177
10-May-20,166.0,17.0,147.0,10.0,175.0,216
11-May-20,117.0,24.0,161.0,14.0,153.0,190
12-May-20,156.0,21.0,80.0,23.0,162.0,206
13-May-20,114.0,28.0,203.0,7.0,152.0,287
14-May-20,121.0,21.0,158.0,17.0,143.0,185
15-May-20,132.0,56.0,153.0,12.0,129.0,178
16-May-20,188.0,56.0,130.0,62.0,208.0,238
17-May-20,129.0,47.0,154.0,6.0,157.0,179
18-May-20,131.0,64.0,239.0,107.0,167.0,307
19-May-20,199.0,29.0,159.0,15.0,194.0,249
20-May-20,120.0,19.0,203.0,15.0,123.0,287
21-May-20,142.0,16.0,136.0,18.0,10.557,188
22-May-20,161.0,23.0,77.0,18.0,5.858,211
23-May-20,135.0,27.0,174.0,12.0,18.746,214
24-May-20,102.0,16.0,206.0,14.0,11.335,295
25-May-20,119.0,39.0,151.0,16.0,19.854,175
26-May-20,135.0,34.0,147.0,8.0,28.076,178
27-May-20,103.0,34.0,161.0,8.0,23.421,190
28-May-20,103.0,13.0,80.0,23.0,18.377,135
29-May-20,100.0,17.0,203.0,71.0,59.38,287
30-May-20,104.0,24.0,158.0,34.0,13.524,185
31-May-20,99.0,21.0,153.0,28.0,13.402,178
1-Jun-20,92.0,28.0,130.0,133.0,23.097,153
2-Jun-20,111.0,21.0,29.0,35.0,187.45,145
3-Jun-20,125.0,56.0,22.0,29.0,87.28,164
4-Jun-20,120.0,56.0,31.0,32.0,87.461,157
5-Jun-20,105.0,47.0,35.0,28.0,16.113,137
6-Jun-20,93.0,64.0,29.0,35.0,17.0,122
7-Jun-20,167.0,29.0,34.0,35.0,27.895,217
8-Jun-20,159.0,19.0,48.0,42.0,178.931,209
9-Jun-20,168.0,16.0,22.0,28.0,27.901,218
10-Jun-20,162.0,23.0,25.0,71.0,2.228,212
11-Jun-20,172.0,27.0,49.0,105.0,3.31,222
12-Jun-20,148.0,16.0,19.0,97.0,24.709,197
13-Jun-20,139.0,39.0,200.0,77.0,170.71,280
14-Jun-20,144.0,34.0,202.0,108.0,51.174,285
15-Jun-20,158.0,34.0,54.0,81.0,3.0,208
16-Jun-20,154.0,13.0,67.0,54.0,3.0,204
17-Jun-20,157.0,17.0,190.0,64.0,43.0,254
18-Jun-20,153.0,24.0,200.0,80.0,6.0,280
19-Jun-20,139.0,21.0,179.0,28.0,3.0,226
20-Jun-20,153.0,28.0,185.0,98.0,6.0,242
21-Jun-20,151.0,21.0,154.0,106.0,3.0,201
22-Jun-20,112.0,56.0,105.0,47.0,4.0,146
23-Jun-20,138.0,56.0,60.0,48.0,6.0,183
24-Jun-20,123.0,47.0,143.0,28.0,4.0,163
25-Jun-20,111.0,64.0,143.0,67.0,4.0,163
26-Jun-20,119.0,29.0,77.0,79.0,87.0,155
27-Jun-20,146.0,19.0,154.0,66.0,120.0,194
28-Jun-20,145.0,16.0,239.0,108.0,133.0,307
29-Jun-20,88.0,23.0,159.0,97.0,66.0,187
30-Jun-20,148.0,27.0,203.0,87.0,70.0,287
1-Jul-20,153.0,16.0,136.0,28.0,68.0,203
2-Jul-20,146.0,39.0,77.0,28.0,69.0,194
3-Jul-20,144.0,34.0,174.0,42.0,100.0,214
4-Jul-20,127.0,34.0,206.0,33.0,115.0,295
5-Jul-20,132.0,13.0,151.0,28.0,125.0,175
6-Jul-20,140.0,17.0,147.0,42.0,123.0,186
7-Jul-20,128.0,24.0,161.0,63.0,141.0,190
8-Jul-20,60.0,21.0,80.0,65.0,131.0,118
9-Jul-20,103.0,28.0,203.0,28.0,151.0,287
10-Jul-20,134.0,21.0,158.0,31.0,142.0,185
11-Jul-20,78.0,48.838,153.0,37.0,138.0,178
12-Jul-20,49.0,24.929,130.0,80.0,175.0,144
13-Jul-20,120.0,28.0,32.852,33.0,171.0,157
14-Jul-20,129.0,21.0,29.0,11.0,156.0,170
15-Jul-20,109.0,48.838,34.0,36.0,165.0,142
16-Jul-20,157.0,24.929,48.0,27.0,141.0,207
17-Jul-20,127.0,34.0,22.0,45.0,157.0,167
18-Jul-20,130.0,13.0,25.0,28.0,172.0,171
19-Jul-20,99.0,17.0,49.0,12.0,175.0,132
20-Jul-20,69.0,24.0,19.0,10.0,185.0,135
21-Jul-20,78.0,21.0,200.0,64.0,209.0,280
22-Jul-20,143.0,28.0,202.0,51.0,206.0,285
23-Jul-20,152.0,21.0,54.0,56.0,160.0,202
24-Jul-20,133.0,24.0,67.0,73.0,157.0,176
25-Jul-20,110.0,21.0,190.0,36.0,203.0,254
26-Jul-20,86.0,28.0,200.0,145.0,203.0,280
27-Jul-20,131.0,21.0,179.0,200.0,148.0,226
28-Jul-20,98.0,48.0,185.0,147.0,87.0,242
29-Jul-20,89.0,21.0,154.0,82.0,112.0,179
30-Jul-20,59.0,43.0,105.0,86.0,171.0,131
31-Jul-20,70.0,56.0,60.0,89.0,195.0,139
1-Aug-20,70.0,56.0,143.0,65.0,197.0,163
2-Aug-20,62.0,47.0,143.0,179.0,194.0,199
3-Aug-20,83.0,64.0,77.0,96.0,181.0,134
4-Aug-20,78.0,29.0,154.0,88.0,175.0,179
5-Aug-20,86.0,19.0,239.0,76.0,153.0,307
6-Aug-20,73.0,16.0,159.0,50.0,162.0,187
7-Aug-20,52.0,23.0,203.0,86.0,152.0,287
8-Aug-20,92.0,27.0,136.0,73.0,143.0,153
9-Aug-20,110.0,16.0,77.0,52.0,129.0,144
10-Aug-20,83.0,39.0,174.0,52.0,208.0,214
11-Aug-20,145.0,34.0,206.0,75.0,157.0,295
12-Aug-20,94.0,34.0,151.0,148.0,167.0,175
13-Aug-20,100.0,13.0,147.0,199.0,194.0,219
14-Aug-20,57.0,17.0,161.0,124.0,123.0,190
15-Aug-20,71.0,24.0,80.0,207.0,10.557,227
16-Aug-20,102.0,21.0,203.0,56.0,5.858,287
17-Aug-20,90.0,28.0,158.0,87.0,18.746,185
18-Aug-20,104.0,21.0,153.0,99.0,11.335,178
19-Aug-20,80.0,34.0,130.0,89.0,19.854,144
20-Aug-20,61.0,13.0,154.0,8.969,28.076,179
21-Aug-20,57.0,17.0,239.0,10.721,23.421,307
22-Aug-20,162.0,24.0,159.0,9.867,18.377,212
23-Aug-20,105.0,21.0,203.0,29.1269,59.38,287
24-Aug-20,55.0,28.0,136.0,19.0,13.524,153
25-Aug-20,59.0,21.0,77.0,18.0,13.402,80
26-Aug-20,62.0,34.0,174.0,17.0,23.097,214
27-Aug-20,52.0,13.0,206.0,7.0,187.45,295
28-Aug-20,78.0,17.0,151.0,8.0,87.28,175
29-Aug-20,85.0,24.0,147.0,8.0,87.461,169
30-Aug-20,93.0,21.0,161.0,10.0,16.113,190
31-Aug-20,55.0,28.0,80.0,10.0,17.0,80
1-Sep-20,55.0,21.0,203.0,14.0,27.895,287
2-Sep-20,69.0,34.0,158.0,23.0,178.931,185
3-Sep-20,55.0,13.0,153.0,7.0,27.901,178
4-Sep-20,106.0,17.0,130.0,17.0,2.228,144
5-Sep-20,173.0,24.0,29.0,12.0,3.31,223
6-Sep-20,123.0,21.0,22.0,62.0,24.709,161
7-Sep-20,145.0,28.0,31.0,6.0,170.71,193
8-Sep-20,146.0,21.0,35.0,107.0,51.174,194
9-Sep-20,142.0,34.0,29.0,15.0,3.0,188
